Resp;Desc Resp;VP;Gerencia;Proc;Desc Proc;Item;Desc Item;Classif;CC; Jan-25 ; Feb-25 ; Mar-25 ; Apr-25 ; May-25 ; Jun-25 ; Jul-25 ; Aug-25 ; Sep-25 ; Oct-25 ; Nov-25 ; Dec-25 ; FY25 ; FY26 ; FY27 ; FY28 ; FY29 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1411;Dpto. de Administracion y Servicios     ;6138;Limpieza y Mantencion Contratistas Camp.;Expenses;145314116138; 662.486 ; 674.869 ; 712.018 ; 668.678 ; 625.338 ; 699.635 ; 650.103 ; 668.678 ; 712.018 ; 742.975 ; 625.338 ; 693.444 ; 8.135.580 ; 7.835.016 ; 7.808.341 ; 8.702.700 ; 7.544.448 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1411;Dpto. de Administracion y Servicios     ;6139;Recuperacion Gastos Campamento Contratis;Expenses;145314116139; (2.061.416); (1.967.716); (1.911.495); (2.230.078); (1.874.015); (1.836.535); (2.230.078); (1.892.755); (2.042.676); (1.986.456); (2.173.857); (2.005.196); (24.212.271); (20.333.799); (20.267.083); (20.391.751); (18.432.559)
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1411;Dpto. de Administracion y Servicios     ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14531411613D; (2.799.992); (2.930.698); (3.114.199); (2.800.670); (2.905.630); (3.115.045); (2.565.254); (2.932.201); (2.932.070); (3.115.371); (2.879.797); (3.089.375); (35.180.302); (40.081.473); (38.266.707); (34.334.786); (34.209.242)
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1411;Dpto. de Administracion y Servicios     ;6141;Transporte Iquique - Campamento         ;Expenses;145314116141; 221.074 ; 225.409 ; 238.413 ; 236.246 ; 229.744 ; 223.241 ; 231.911 ; 218.907 ; 223.241 ; 247.083 ; 229.744 ; 227.576 ; 2.752.588 ; 2.961.996 ; 2.622.659 ; 2.923.307 ; 3.055.781 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1411;Dpto. de Administracion y Servicios     ;6142;Transporte Iquique - Puerto             ;Expenses;145314116142; 41.329 ; 41.329 ; 44.905 ; 41.726 ; 41.329 ; 44.508 ; 45.700 ; 40.534 ; 46.097 ; 47.289 ; 40.931 ; 46.097 ; 521.773 ; 523.084 ; 486.365 ; 506.156 ; 521.901 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1411;Dpto. de Administracion y Servicios     ;6143;Transporte Campamento - Faena           ;Expenses;145314116143; 419.986 ; 391.021 ; 354.816 ; 430.848 ; 362.057 ; 394.642 ; 423.607 ; 423.607 ; 358.436 ; 372.919 ; 383.780 ; 354.816 ; 4.670.534 ; 5.232.937 ; 4.331.593 ; 4.568.568 ; 4.209.395 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1411;Dpto. de Administracion y Servicios     ;6144;Transporte interno mina                 ;Expenses;145314116144; 375.059 ; 381.816 ; 388.574 ; 381.816 ; 334.512 ; 358.164 ; 358.164 ; 402.090 ; 364.922 ; 348.027 ; 337.891 ; 385.195 ; 4.416.230 ; 4.488.083 ; 4.119.493 ; 4.387.027 ; 4.411.169 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1411;Dpto. de Administracion y Servicios     ;6146;Transporte Arica - Campamento           ;Expenses;145314116146; 671.300 ; 713.634 ; 635.013 ; 610.822 ; 659.204 ; 677.348 ; 610.822 ; 671.300 ; 701.539 ; 695.491 ; 616.870 ; 592.679 ; 7.856.023 ; 7.247.593 ; 7.017.706 ; 7.204.786 ; 8.599.135 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1411;Dpto. de Administracion y Servicios     ;6147;Gastos Extraordinarios Campamentos      ;Expenses;145314116147; 99.246 ; 98.344 ; 103.758 ; 107.367 ; 105.562 ; 101.953 ; 91.126 ; 104.660 ; 90.224 ; 97.442 ; 88.420 ; 97.442 ; 1.185.543 ; 1.196.889 ; 1.238.261 ; 1.211.152 ; 1.313.716 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1411;Dpto. de Administracion y Servicios     ;614D;Transferencia Gastos Transporte         ;Expenses;14531411614D; (1.488.481); (1.638.757); (1.548.716); (1.624.191); (1.654.417); (1.744.658); (1.519.010); (1.684.724); (1.789.939); (1.519.215); (1.519.237); (1.579.476); (19.310.822); (20.800.019); (20.342.743); (18.021.589); (18.179.671)
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1511;Dpto. Recursos Humanos                  ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14531511613D; 30.314 ; 28.015 ; 26.903 ; 25.230 ; 26.969 ; 25.685 ; 27.504 ; 28.409 ; 28.443 ; 30.481 ; 25.604 ; 27.620 ; 331.175 ; 345.206 ; 356.037 ; 391.331 ; 316.646 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1511;Dpto. Recursos Humanos                  ;614D;Transferencia Gastos Transporte         ;Expenses;14531511614D; 15.928 ; 16.842 ; 14.714 ; 17.011 ; 16.823 ; 15.938 ; 17.132 ; 16.911 ; 15.606 ; 14.864 ; 17.065 ; 14.988 ; 193.821 ; 189.118 ; 194.418 ; 209.199 ; 204.602 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1711;Area de Desarrollo                      ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14531711613D; 39.641 ; 44.357 ; 42.682 ; 45.183 ; 42.765 ; 45.462 ; 42.799 ; 45.685 ; 45.354 ; 41.110 ; 41.094 ; 46.033 ; 522.165 ; 557.640 ; 543.766 ; 517.938 ; 518.589 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1711;Area de Desarrollo                      ;614D;Transferencia Gastos Transporte         ;Expenses;14531711614D; 22.106 ; 24.368 ; 22.071 ; 23.963 ; 24.571 ; 23.021 ; 23.483 ; 26.249 ; 24.734 ; 23.620 ; 22.508 ; 24.245 ; 284.939 ; 265.118 ; 276.003 ; 285.033 ; 257.486 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1811;Dpto. Gestion de Activos           ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14531811613D; 4.405 ; 5.102 ; 4.613 ; 4.505 ; 5.137 ; 5.137 ; 4.284 ; 4.266 ; 5.082 ; 4.653 ; 4.481 ; 4.902 ; 56.566 ; 56.428 ; 55.563 ; 57.549 ; 58.698 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;1811;Dpto. Gestion de Activos           ;614D;Transferencia Gastos Transporte         ;Expenses;14531811614D; 2.853 ; 2.484 ; 2.923 ; 2.811 ; 2.681 ; 2.681 ; 2.855 ; 2.892 ; 2.699 ; 2.723 ; 2.869 ; 2.669 ; 33.140 ; 29.752 ; 34.139 ; 33.414 ; 29.766 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;2311;Direccion de Operaciones Mina               ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14532311613D; 2.181 ; 2.529 ; 2.220 ; 2.446 ; 2.376 ; 2.354 ; 2.249 ; 2.175 ; 2.434 ; 2.369 ; 2.326 ; 2.259 ; 27.919 ; 31.810 ; 28.051 ; 29.871 ; 27.733 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;2311;Direccion de Operaciones Mina               ;614D;Transferencia Gastos Transporte         ;Expenses;14532311614D; 1.476 ; 1.403 ; 1.474 ; 1.294 ; 1.365 ; 1.340 ; 1.317 ; 1.434 ; 1.202 ; 1.288 ; 1.287 ; 1.237 ; 16.118 ; 17.380 ; 17.069 ; 15.980 ; 14.738 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;2811;Dpto. Tecnico                           ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14532811613D; 70.753 ; 72.718 ; 73.767 ; 62.840 ; 65.795 ; 67.657 ; 70.196 ; 61.233 ; 69.356 ; 64.995 ; 60.639 ; 67.984 ; 807.933 ; 866.333 ; 907.355 ; 929.823 ; 780.845 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;2811;Dpto. Tecnico                           ;614D;Transferencia Gastos Transporte         ;Expenses;14532811614D; 39.213 ; 42.141 ; 42.024 ; 37.535 ; 36.377 ; 41.370 ; 41.402 ; 40.513 ; 37.003 ; 35.210 ; 39.462 ; 41.546 ; 473.796 ; 482.663 ; 440.477 ; 455.007 ; 473.503 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;3121;Dpto. Mina                              ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14533121613D; 1.270.526 ; 1.129.643 ; 1.252.235 ; 1.110.431 ; 1.211.798 ; 1.092.782 ; 1.134.707 ; 1.185.635 ; 1.096.675 ; 1.260.291 ; 1.141.453 ; 1.219.698 ; 14.105.874 ; 14.205.710 ; 14.558.681 ; 14.268.103 ; 16.194.734 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;3121;Dpto. Mina                              ;614D;Transferencia Gastos Transporte         ;Expenses;14533121614D; 693.187 ; 636.801 ; 633.392 ; 706.146 ; 696.250 ; 683.817 ; 658.166 ; 662.469 ; 698.731 ; 717.870 ; 718.293 ; 738.331 ; 8.243.451 ; 7.638.432 ; 7.657.794 ; 8.911.934 ; 8.390.995 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;3151;Dpto. Mantencion Mina                   ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14533151613D; 332.197 ; 352.957 ; 399.358 ; 330.099 ; 339.400 ; 379.725 ; 380.024 ; 385.081 ; 328.542 ; 388.734 ; 401.981 ; 351.320 ; 4.369.418 ; 5.057.761 ; 5.060.582 ; 4.880.130 ; 4.880.553 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;3151;Dpto. Mantencion Mina                   ;614D;Transferencia Gastos Transporte         ;Expenses;14533151614D; 218.134 ; 206.694 ; 223.621 ; 232.239 ; 222.036 ; 191.144 ; 191.295 ; 213.556 ; 202.251 ; 192.544 ; 213.640 ; 211.466 ; 2.518.620 ; 2.622.906 ; 2.300.029 ; 2.309.901 ; 2.550.156 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;3122;Departamento Chancado y Correas;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14533122613D; 171.777 ; 165.238 ; 178.230 ; 177.386 ; 175.297 ; 186.984 ; 177.106 ; 174.678 ; 184.877 ; 168.156 ; 194.718 ; 184.515 ; 2.138.961 ; 2.323.361 ; 2.187.201 ; 2.396.492 ; 2.254.220 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;3122;Departamento Chancado y Correas;614D;Transferencia Gastos Transporte         ;Expenses;14533122614D; 103.534 ; 113.345 ; 115.929 ; 97.111 ; 100.719 ; 101.678 ; 114.238 ; 99.407 ; 105.266 ; 106.181 ; 109.008 ; 97.419 ; 1.263.835 ; 1.364.329 ; 1.345.517 ; 1.143.401 ; 1.139.905 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;2511;Direccion de Operaciones Planta    ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14532511613D; 1.166 ; 1.124 ; 1.056 ; 1.180 ; 1.199 ; 1.124 ; 1.221 ; 1.226 ; 1.206 ; 1.281 ; 1.206 ; 1.055 ; 14.044 ; 16.320 ; 13.486 ; 13.839 ; 16.021 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;2511;Direccion de Operaciones Planta    ;614D;Transferencia Gastos Transporte         ;Expenses;14532511614D; 608 ; 696 ; 669 ; 715 ; 719 ; 738 ; 640 ; 607 ; 712 ; 607 ; 650 ; 680 ; 8.039 ; 7.512 ; 8.028 ; 7.845 ; 8.453 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;2521;Dpto. Técnico y Desarrollo;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14532521613D; 17.812 ; 19.293 ; 16.976 ; 19.148 ; 16.213 ; 18.621 ; 16.387 ; 15.676 ; 16.495 ; 16.489 ; 15.682 ; 18.381 ; 207.175 ; 289.054 ; 302.362 ; 262.943 ; 278.816 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;2521;Dpto. Técnico y Desarrollo;614D;Transferencia Gastos Transporte         ;Expenses;14532521614D; 11.165 ; 10.247 ; 9.568 ; 10.262 ; 9.777 ; 9.777 ; 9.877 ; 9.650 ; 9.570 ; 10.302 ; 9.194 ; 9.092 ; 118.479 ; 155.315 ; 156.662 ; 162.855 ; 142.759 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;2911;Dpto. Servicios Operacionales           ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14532911613D; 259.091 ; 235.621 ; 211.255 ; 210.254 ; 239.723 ; 222.600 ; 235.627 ; 249.540 ; 224.210 ; 228.391 ; 213.366 ; 219.508 ; 2.749.185 ; 3.224.685 ; 2.792.059 ; 2.726.575 ; 3.166.059 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;2911;Dpto. Servicios Operacionales           ;614D;Transferencia Gastos Transporte         ;Expenses;14532911614D; 121.571 ; 127.927 ; 126.333 ; 136.828 ; 121.748 ; 135.275 ; 140.305 ; 140.925 ; 145.998 ; 133.677 ; 131.173 ; 129.794 ; 1.591.554 ; 1.539.455 ; 1.511.944 ; 1.635.236 ; 1.582.848 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;5111;Dpto. Concentradora   ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14535111613D; 170.514 ; 163.422 ; 152.783 ; 162.196 ; 153.144 ; 164.702 ; 154.711 ; 142.526 ; 165.755 ; 161.368 ; 161.304 ; 171.184 ; 1.923.609 ; 1.999.316 ; 2.080.794 ; 2.095.047 ; 2.189.464 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;5111;Dpto. Concentradora   ;614D;Transferencia Gastos Transporte         ;Expenses;14535111614D; 97.970 ; 92.219 ; 99.487 ; 88.199 ; 84.670 ; 98.782 ; 99.690 ; 86.025 ; 85.299 ; 87.749 ; 83.577 ; 90.090 ; 1.093.757 ; 1.054.362 ; 1.136.055 ; 1.060.158 ; 1.184.987 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;5112;Dpto. Puerto            ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14535112613D; 72.545 ; 77.474 ; 68.981 ; 70.027 ; 71.232 ; 70.547 ; 69.917 ; 69.615 ; 71.064 ; 79.916 ; 73.056 ; 70.243 ; 864.618 ; 876.291 ; 845.858 ; 1.043.550 ; 878.855 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;5112;Dpto. Puerto            ;614D;Transferencia Gastos Transporte         ;Expenses;14535112614D; 40.094 ; 42.924 ; 42.408 ; 43.785 ; 42.108 ; 39.353 ; 40.959 ; 43.919 ; 43.971 ; 45.131 ; 45.114 ; 39.575 ; 509.341 ; 494.888 ; 467.528 ; 548.565 ; 503.991 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;5751;Dpto. Mantencion Plantas                ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14535751613D; 277.486 ; 266.144 ; 239.796 ; 261.831 ; 242.719 ; 240.407 ; 249.851 ; 230.345 ; 276.739 ; 272.020 ; 248.870 ; 225.561 ; 3.031.768 ; 3.435.460 ; 3.349.986 ; 2.959.647 ; 3.169.694 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;5751;Dpto. Mantencion Plantas                ;614D;Transferencia Gastos Transporte         ;Expenses;14535751614D; 140.676 ; 151.574 ; 151.153 ; 130.468 ; 147.426 ; 142.113 ; 136.908 ; 144.258 ; 143.103 ; 129.802 ; 136.371 ; 136.210 ; 1.690.061 ; 1.845.225 ; 1.796.626 ; 1.537.610 ; 1.732.182 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;6111;Dpto. Lixiviacion                       ;613D;Transferencia Gastos Alimentacion/Manten;Expenses;14536111613D; 206.625 ; 180.121 ; 177.842 ; 210.630 ; 201.303 ; 178.347 ; 183.789 ; 179.477 ; 209.636 ; 211.315 ; 174.266 ; 175.820 ; 2.289.171 ; 2.669.950 ; 2.492.260 ; 2.494.325 ; 2.141.132 
1453;Ste. Servicio al Personal y Protección Industrial;VPA;VPA;6111;Dpto. Lixiviacion                       ;614D;Transferencia Gastos Transporte         ;Expenses;14536111614D; 101.320 ; 104.515 ; 102.181 ; 113.900 ; 101.457 ; 101.457 ; 118.798 ; 110.197 ; 120.449 ; 121.413 ; 100.126 ; 101.019 ; 1.296.831 ; 1.397.395 ; 1.276.950 ; 1.369.960 ; 1.159.267 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;3101;Remuneraciones Supervision              ;Labor;150015113101; 49.774 ; 43.831 ; 46.409 ; 56.967 ; 51.697 ; 51.537 ; 54.984 ; 44.566 ; 44.121 ; 58.728 ; 46.484 ; 58.529 ; 607.627 ; 662.712 ; 729.057 ; 744.175 ; 753.399 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5111;Pasajes Nacionales                      ;Expenses;150015115111; 2.544 ; 3.570 ; 2.376 ; 3.330 ; 2.448 ; 3.030 ; 2.736 ; 3.210 ; 2.106 ; 3.150 ; 2.424 ; 2.592 ; 33.516 ; 34.978 ; 37.568 ; 34.579 ; 35.796 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;150015115112; 1.280 ; 1.744 ; 1.293 ; 1.808 ; 1.306 ; 1.696 ; 1.306 ; 1.840 ; 1.123 ; 1.856 ; 1.446 ; 1.344 ; 18.042 ; 18.322 ; 19.035 ; 16.919 ; 17.046 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5113;Gastos Representacion Nacionales        ;Expenses;150015115113; 2.417 ; 2.479 ; 2.449 ; 2.216 ; 2.459 ; 2.509 ; 2.567 ; 2.264 ; 2.320 ; 2.721 ; 2.479 ; 2.644 ; 29.524 ; 28.087 ; 27.141 ; 27.699 ; 25.719 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5121;Pasajes Internacionales                 ;Expenses;150015115121; 8.694 ; -   ; -   ; -   ; -   ; -   ; 7.889 ; -   ; -   ; -   ; -   ; -   ; 16.583 ; 17.416 ; 19.311 ; 19.098 ; 17.174 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;150015115122; 2.750 ; -   ; -   ; -   ; -   ; -   ; 2.825 ; -   ; -   ; -   ; -   ; -   ; 5.575 ; 5.055 ; 5.023 ; 6.243 ; 5.756 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5123;Gastos Representacion Extranjero        ;Expenses;150015115123; 606 ; -   ; -   ; 288 ; -   ; -   ; 684 ; 264 ; -   ; -   ; -   ; -   ; 1.842 ; 2.004 ; 1.808 ; 1.766 ; 2.040 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5201;Arriendo Vehiculos                      ;Expenses;150015115201; 1.603 ; 1.603 ; 1.660 ; 1.517 ; 1.689 ; 1.660 ; 1.632 ; 1.618 ; 1.489 ; 1.646 ; 1.675 ; 1.660 ; 19.453 ; 18.912 ; 17.633 ; 16.579 ; 17.384 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5203;Combustibles                            ;Expenses;150015115203; 285 ; 253 ; 288 ; 300 ; 263 ; 280 ; 263 ; 278 ; 295 ; 293 ; 255 ; 295 ; 3.345 ; 2.985 ; 3.127 ; 3.387 ; 3.422 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5301;Materiales y Utiles de Escritorio       ;Expenses;150015115301; 1.340 ; 1.309 ; 1.280 ; 1.280 ; 1.449 ; 1.328 ; 1.207 ; 1.271 ; 1.328 ; 1.364 ; 1.195 ; 1.316 ; 15.666 ; 16.638 ; 16.240 ; 14.681 ; 16.033 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;150015115302; 293 ; 307 ; 313 ; 302 ; 328 ; 319 ; 336 ; 319 ; 307 ; 319 ; 330 ; 296 ; 3.769 ; 3.540 ; 3.455 ; 3.700 ; 3.713 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;150015115411; 218 ; 218 ; 224 ; 240 ; 260 ; 264 ; 227 ; 242 ; 231 ; 253 ; 233 ; 231 ; 2.840 ; 2.643 ; 2.993 ; 3.060 ; 3.218 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;6148;Gastos Cafeteria                        ;Expenses;150015116148; 797 ; 753 ; 768 ; 895 ; 710 ; 724 ; 772 ; 739 ; 869 ; 847 ; 833 ; 862 ; 9.569 ; 9.183 ; 9.559 ; 8.625 ; 8.656 
1500;VP - RRHH                               ;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;6212;Celebraciones Internas                  ;Expenses;150015116212; 5.170 ; 5.434 ; -   ; -   ; -   ; -   ; 5.909 ; 5.539 ; -   ; -   ; -   ; -   ; 22.052 ; 22.721 ; 23.824 ; 23.445 ; 22.070 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1001;Dpto. Direccion Compañia                ;5841;Costo Docente Cursos Varios             ;Expenses;150210015841; 182 ; 175 ; 92 ; 82 ; 173 ; 187 ; 255 ; 250 ; 258 ; 267 ; 180 ; 258 ; 2.358 ; 2.209 ; 2.416 ; 2.380 ; 2.398 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1001;Dpto. Direccion Compañia                ;5846;Costo Viajes Capacitacion               ;Expenses;150210015846; 17 ; 16 ; 9 ; 9 ; 19 ; 18 ; 24 ; 27 ; 28 ; 24 ; 16 ; 24 ; 231 ; 212 ; 247 ; 255 ; 241 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1011;Dpto. Medio Ambiente                    ;5841;Costo Docente Cursos Varios             ;Expenses;150210115841; 1.449 ; 1.350 ; 675 ; 632 ; 1.436 ; 1.387 ; 2.229 ; 1.950 ; 1.913 ; 2.136 ; 1.387 ; 1.876 ; 18.420 ; 18.240 ; 19.626 ; 18.528 ; 19.180 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1011;Dpto. Medio Ambiente                    ;5846;Costo Viajes Capacitacion               ;Expenses;150210115846; 136 ; 122 ; 59 ; 72 ; 136 ; 119 ; 182 ; 209 ; 211 ; 202 ; 131 ; 178 ; 1.755 ; 1.784 ; 1.772 ; 1.614 ; 1.942 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1111;Dpto. Seguridad y Salud Ocupacional     ;5841;Costo Docente Cursos Varios             ;Expenses;150211115841; 16.807 ; 15.407 ; 7.703 ; 9.337 ; 17.430 ; 18.675 ; 25.678 ; 24.044 ; 26.378 ; 27.545 ; 16.029 ; 27.078 ; 232.112 ; 246.046 ; 238.217 ; 211.483 ; 215.213 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1111;Dpto. Seguridad y Salud Ocupacional     ;5846;Costo Viajes Capacitacion               ;Expenses;150211115846; 253 ; 231 ; 110 ; 120 ; 222 ; 231 ; 327 ; 366 ; 350 ; 353 ; 246 ; 382 ; 3.192 ; 3.094 ; 3.336 ; 2.935 ; 3.017 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1111;Dpto. Seguridad y Salud Ocupacional     ;5895;Capacitacion Brigada de Rescate         ;Expenses;150211115895; 34.277 ; 32.134 ; 17.597 ; 15.149 ; 31.216 ; 34.277 ; 46.365 ; 49.579 ; 50.497 ; 54.628 ; 35.807 ; 47.283 ; 448.810 ; 446.641 ; 454.305 ; 466.269 ; 416.179 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1211;Departamento Finanzas                   ;5841;Costo Docente Cursos Varios             ;Expenses;150212115841; 3.661 ; 3.364 ; 1.633 ; 1.764 ; 3.430 ; 3.496 ; 5.392 ; 5.442 ; 4.898 ; 5.392 ; 3.364 ; 4.898 ; 46.734 ; 48.123 ; 45.076 ; 51.978 ; 50.535 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1211;Departamento Finanzas                   ;5846;Costo Viajes Capacitacion               ;Expenses;150212115846; 328 ; 335 ; 189 ; 185 ; 361 ; 351 ; 482 ; 551 ; 561 ; 590 ; 371 ; 512 ; 4.815 ; 4.477 ; 4.443 ; 4.547 ; 5.443 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1311;Departamento Legal                      ;5841;Costo Docente Cursos Varios             ;Expenses;150213115841; 1.544 ; 1.530 ; 807 ; 716 ; 1.656 ; 1.642 ; 2.084 ; 2.168 ; 2.358 ; 2.463 ; 1.375 ; 2.484 ; 20.827 ; 19.913 ; 22.624 ; 22.925 ; 22.514 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1311;Departamento Legal                      ;5846;Costo Viajes Capacitacion               ;Expenses;150213115846; 162 ; 133 ; 72 ; 78 ; 163 ; 150 ; 216 ; 233 ; 226 ; 235 ; 162 ; 235 ; 2.064 ; 1.819 ; 1.842 ; 2.147 ; 2.012 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1411;Dpto. de Administracion y Servicios     ;5841;Costo Docente Cursos Varios             ;Expenses;150214115841; 9.709 ; 10.244 ; 4.899 ; 4.721 ; 8.819 ; 9.442 ; 16.034 ; 14.564 ; 15.232 ; 14.163 ; 9.887 ; 13.361 ; 131.075 ; 137.135 ; 132.281 ; 141.101 ; 139.620 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1411;Dpto. de Administracion y Servicios     ;5846;Costo Viajes Capacitacion               ;Expenses;150214115846; 1.097 ; 973 ; 482 ; 539 ; 944 ; 963 ; 1.402 ; 1.617 ; 1.631 ; 1.702 ; 1.049 ; 1.402 ; 13.801 ; 13.662 ; 14.600 ; 15.056 ; 13.717 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1411;Dpto. de Administracion y Servicios     ;5851;Costo Curso DP                          ;Expenses;150214115851; 1.735 ; 1.813 ; 1.596 ; 759 ; -   ; -   ; -   ; -   ; 775 ; 1.596 ; 1.735 ; 1.518 ; 11.528 ; 11.728 ; 12.088 ; 11.322 ; 10.546 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;3101;Remuneraciones Supervision              ;Labor;150215113101; 113.517 ; 84.370 ; 97.153 ; 120.925 ; 88.334 ; 97.511 ; 106.434 ; 104.234 ; 94.518 ; 121.383 ; 93.903 ; 106.089 ; 1.228.370 ; 1.331.000 ; 1.333.601 ; 1.372.983 ; 1.562.669 
1502;Gerente Desarrollo Personas y Organización;VPRRHH;VPRRHH;1511;Dpto. Recursos Humanos                  ;5111;Pasajes Nacionales                      ;Expenses;150215115111; 3.060 ; 3.210 ; 4.176 ; 5.562 ; 6.540 ; 6.120 ; 5.832 ; 6.372 ; 7.062 ; 3.540 ; 3.090 ; 4.104 ; 58.668 ; 64.322 ; 63.938 ; 54.907 ; 63.061 
