Resp;Desc Resp;VP;Gerencia;Proc;Desc Proc;Item;Desc Item;Classif;CC; Jan-26 ; Feb-26 ; Mar-26 ; Apr-26 ; May-26 ; Jun-26 ; Jul-26 ; Aug-26 ; Sep-26 ; Oct-26 ; Nov-26 ; Dec-26 ; FY26 ; FY27 ; FY28 ; FY29 ; FY30 
1700;VP - Desarrollo                         ;VPD;VPD;1711;Area de Desarrollo                      ;5203;Combustibles                            ;Expenses;170017115203; 3.500,64 ; 3.874,86 ; 3.500,64 ; 3.803,58 ; 3.981,12 ; 3.636,93 ; 3.976,83 ; 4.005,54 ; 3.366,33 ; 3.942,84 ; 3.534,30 ; 3.946,80 ; 44.295,57 ; 3.500,64 ; 3.874,86 ; 3.500,64 ; 44.866,12 
1700;VP - Desarrollo                         ;VPD;VPD;1711;Area de Desarrollo                      ;5301;Materiales y Utiles de Escritorio       ;Expenses;170017115301; 576,08 ; 488,94 ; 469,95 ; 474,42 ; 536,41 ; 479,26 ; 469,95 ; 552,34 ; 532,79 ; 513,24 ; 560,15 ; 547,46 ; 6.109,39 ; 576,08 ; 488,94 ; 469,95 ; 7.213,32 
1700;VP - Desarrollo                         ;VPD;VPD;1711;Area de Desarrollo                      ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;170017115302; 2.242,24 ; 220,18 ; 224,40 ; 242,76 ; 197,96 ; 204,00 ; 204,02 ; 238,96 ; 214,12 ; 205,92 ; 199,92 ; 216,14 ; 4.661,28 ; 2.242,24 ; 220,18 ; 224,40 ; 5.183,32 
1700;VP - Desarrollo                         ;VPD;VPD;1711;Area de Desarrollo                      ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;170017115411; 2.499,64 ; 2.456,17 ; 2.344,98 ; 2.195,75 ; 2.515,52 ; 2.347,49 ; 2.131,80 ; 2.238,81 ; 2.109,65 ; 2.543,11 ; 2.494,21 ; 2.347,49 ; 27.947,90 ; 2.499,64 ; 2.456,17 ; 2.344,98 ; 30.878,42 
1700;VP - Desarrollo                         ;VPD;VPD;1711;Area de Desarrollo                      ;5501;Honorarios Consultores Nacionales       ;Expenses;170017115501; 23.354,63 ; 23.923,52 ; 23.923,52 ; 21.686,44 ; 24.423,57 ; 24.423,57 ; 20.856,40 ; 22.107,54 ; 23.127,89 ; 21.475,90 ; 21.475,90 ; 22.921,39 ; 277.081,17 ; 23.354,63 ; 23.923,52 ; 23.923,52 ; 255.893,28 
1700;VP - Desarrollo                         ;VPD;VPD;1711;Area de Desarrollo                      ;5502;Honorarios Consultores Extranjeros      ;Expenses;170017115502; 13.896,17 ; 13.769,84 ; 12.266,04 ; 13.011,87 ; 14.638,35 ; 14.620,13 ; 12.759,21 ; 14.620,13 ; 13.512,32 ; 12.380,22 ; 13.011,87 ; 14.527,81 ; 159.490,11 ; 13.896,17 ; 13.769,84 ; 12.266,04 ; 176.227,40 
1700;VP - Desarrollo                         ;VPD;VPD;1711;Area de Desarrollo                      ;5503;Otros Gastos Consultores                ;Expenses;170017115503; 4.565,20 ; 4.528,80 ; 4.576,00 ; 6.069,00 ; 4.324,80 ; 4.576,00 ; 3.999,60 ; 4.492,80 ; 4.040,00 ; 4.532,00 ; 4.492,80 ; 5.460,00 ; 55.826,00 ; 4.565,20 ; 4.528,80 ; 4.576,00 ; 52.569,98 
1700;VP - Desarrollo                         ;VPD;VPD;1711;Area de Desarrollo                      ;5603;Otros Gastos Reuniones                  ;Expenses;170017115603; 420,16 ; 484,80 ; 456,96 ; 428,48 ; 465,92 ; 412,00 ; 416,00 ; 449,08 ; 416,16 ; 436,32 ; 486,16 ; 399,84 ; 5.285,96 ; 420,16 ; 484,80 ; 456,96 ; 5.810,42 
1700;VP - Desarrollo                         ;VPD;VPD;1711;Area de Desarrollo                      ;6148;Gastos Cafeteria                        ;Expenses;170017116148; 1.269,84 ; 1.348,27 ; 1.302,95 ; 1.189,32 ; 1.349,92 ; 1.188,77 ; 1.269,84 ; 1.349,92 ; 1.348,27 ; 1.199,88 ; 1.211,76 ; 1.325,61 ; 15.076,27 ; 1.269,84 ; 1.348,27 ; 1.302,95 ; 15.945,83 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;3101;Remuneraciones Supervision              ;Labor;170217113101; 122.153,24 ; 105.257,34 ; 115.487,38 ; 133.250,64 ; 111.307,24 ; 126.989,08 ; 148.562,73 ; 117.826,85 ; 117.548,76 ; 142.339,42 ; 109.557,74 ; 148.315,95 ; 1.478.402,96 ; 122.153,24 ; 105.257,34 ; 115.487,38 ; 1.554.088,40 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5111;Pasajes Nacionales                      ;Expenses;170217115111; 1.260,72 ; 1.236,24 ; 2.745,60 ; 4.455,78 ; 1.483,20 ; 4.848,00 ; 2.941,68 ; 2.595,84 ; 2.945,28 ; 4.944,96 ; 7.876,44 ; 7.732,56 ; 44.565,24 ; 1.260,72 ; 1.236,24 ; 2.745,60 ; 44.757,64 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;170217115112; 856,96 ; 824,00 ; 2.397,41 ; 3.070,40 ; 973,44 ; 3.333,90 ; 1.527,70 ; 2.163,82 ; 2.163,20 ; 3.720,96 ; 4.932,10 ; 5.056,06 ; 30.459,98 ; 856,96 ; 824,00 ; 2.397,41 ; 34.183,83 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5113;Gastos Representacion Nacionales        ;Expenses;170217115113; 576,30 ; 580,75 ; 520,20 ; 499,80 ; 556,20 ; 499,80 ; 499,80 ; 535,30 ; 525,30 ; 561,00 ; 561,60 ; 585,80 ; 6.624,80 ; 576,30 ; 580,75 ; 520,20 ; 7.606,60 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5121;Pasajes Internacionales                 ;Expenses;170217115121; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9.795,24 ; -   ; -   ; -   ; -   ; 9.795,24 ;                               -   ;                            -   ;                            -   ; 9.632,68 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;170217115122; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4.248,30 ; -   ; -   ; -   ; -   ; 4.289,95 ;                               -   ;                            -   ;                            -   ; 4.106,80 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5123;Gastos Representacion Extranjero        ;Expenses;170217115123; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.205,10 ; -   ; -   ; -   ; -   ; 1.181,70 ;                               -   ;                            -   ;                            -   ; 1.185,73 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5201;Arriendo Vehiculos                      ;Expenses;170217115201; 3.155,21 ; 3.209,61 ; 3.445,80 ; 3.302,65 ; 2.949,37 ; 2.861,76 ; 3.328,99 ; 3.180,69 ; 2.862,62 ; 2.978,28 ; 2.917,88 ; 3.445,80 ; 37.640,94 ; 3.155,21 ; 3.209,61 ; 3.445,80 ; 42.539,42 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5203;Combustibles                            ;Expenses;170217115203; 374,40 ; 303,00 ; 351,90 ; 361,92 ; 330,48 ; 305,91 ; 346,32 ; 346,32 ; 312,00 ; 345,42 ; 364,14 ; 330,27 ; 4.124,64 ; 374,40 ; 303,00 ; 351,90 ; 3.999,32 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5301;Materiales y Utiles de Escritorio       ;Expenses;170217115301; 98,80 ; 92,33 ; 111,85 ; 90,50 ; 108,00 ; 88,71 ; 102,29 ; 104,39 ; 95,99 ; 105,32 ; 100,66 ; 101,54 ; 1.214,49 ; 98,80 ; 92,33 ; 111,85 ; 1.149,46 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;170217115302; 104,31 ; 98,80 ; 106,04 ; 99,57 ; 95,99 ; 102,53 ; 105,23 ; 107,08 ; 95,99 ; 91,39 ; 107,72 ; 108,00 ; 1.227,74 ; 104,31 ; 98,80 ; 106,04 ; 1.253,92 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;170217115411; -   ; -   ; 599,94 ; -   ; -   ; 628,32 ; -   ; -   ; 686,40 ; -   ; -   ; 606,16 ; 2.532,26 ;                               -   ;                            -   ; 599,94 ; 7.378,82 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5501;Honorarios Consultores Nacionales       ;Expenses;170217115501; -   ; -   ; 12.257,00 ; 10.100,00 ; -   ; -   ; 12.257,00 ; 11.330,00 ; 10.609,00 ; -   ; -   ; -   ; 56.202,00 ;                               -   ;                            -   ; 12.257,00 ; 103.461,94 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5502;Honorarios Consultores Extranjeros      ;Expenses;170217115502; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 11.628,00 ; 40.768,00 ; 36.360,00 ; 87.466,00 ;                               -   ;                            -   ;                            -   ; 63.157,13 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5503;Otros Gastos Consultores                ;Expenses;170217115503; -   ; -   ; -   ; 1.315,02 ; -   ; -   ; 2.026,94 ; -   ; 1.341,18 ; 1.782,96 ; 1.826,89 ; 1.782,96 ; 10.180,11 ;                               -   ;                            -   ;                            -   ; 14.318,31 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;5603;Otros Gastos Reuniones                  ;Expenses;170217115603; 2.187,77 ; 1.564,19 ; 2.788,17 ; 3.264,39 ; 484,95 ; 3.072,68 ; 2.413,52 ; 689,58 ; 2.717,18 ; 3.523,14 ; 4.233,24 ; 3.872,72 ; 30.262,40 ; 2.187,77 ; 1.564,19 ; 2.788,17 ; 10.344,15 
1702;Gerente Minería                         ;VPD;VPD;1711;Area de Desarrollo                      ;6148;Gastos Cafeteria                        ;Expenses;170217116148; 292,90 ; 280,28 ; 298,35 ; 293,80 ; 265,20 ; 249,90 ; 260,00 ; 262,60 ; 290,38 ; 267,75 ; 257,40 ; 255,00 ; 3.333,20 ; 292,90 ; 280,28 ; 298,35 ; 3.414,24 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;3101;Remuneraciones Supervision              ;Labor;171217113101; 114.839,15 ; 100.806,16 ; 108.440,52 ; 134.515,92 ; 109.586,14 ; 111.772,74 ; 114.170,01 ; 110.470,51 ; 95.887,87 ; 109.849,35 ; 112.595,73 ; 129.835,66 ; 1.368.119,49 ; 114.839,15 ; 100.806,16 ; 108.440,52 ; 1.619.459,02 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;3201;Remuneraciones Operadores               ;Labor;171217113201; 93.250,51 ; 105.136,07 ; 102.759,22 ; 99.491,61 ; 84.334,76 ; 84.400,96 ; 96.109,53 ; 87.785,27 ; 99.938,79 ; 89.491,34 ; 102.524,06 ; 106.520,03 ; 1.163.763,60 ; 93.250,51 ; 105.136,07 ; 102.759,22 ; 1.118.968,73 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5111;Pasajes Nacionales                      ;Expenses;171217115111; 4.343,04 ; 3.670,92 ; 4.080,96 ; 4.227,12 ; 3.856,32 ; 4.301,28 ; 3.636,00 ; 3.890,52 ; 4.108,68 ; 4.145,04 ; 3.563,28 ; 3.926,88 ; 47.625,84 ; 4.343,04 ; 3.670,92 ; 4.080,96 ; 48.784,54 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;171217115112; 1.795,20 ; 1.812,80 ; 1.880,32 ; 1.630,72 ; 1.939,20 ; 1.730,56 ; 1.777,60 ; 1.777,60 ; 1.811,52 ; 1.616,00 ; 1.896,96 ; 1.811,52 ; 21.605,28 ; 1.795,20 ; 1.812,80 ; 1.880,32 ; 23.271,19 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5113;Gastos Representacion Nacionales        ;Expenses;171217115113; 438,70 ; 496,03 ; 514,80 ; 434,44 ; 496,03 ; 452,00 ; 514,80 ; 443,18 ; 483,47 ; 469,69 ; 492,68 ; 478,77 ; 5.799,16 ; 438,70 ; 496,03 ; 514,80 ; 5.556,21 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5121;Pasajes Internacionales                 ;Expenses;171217115121; -   ; -   ; -   ; -   ; -   ; 9.032,10 ; -   ; -   ; -   ; 9.593,99 ; -   ; -   ; 19.088,16 ;                               -   ;                            -   ;                            -   ; 18.719,53 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;171217115122; -   ; -   ; -   ; -   ; -   ; 2.830,50 ; -   ; -   ; -   ; 2.548,00 ; -   ; -   ; 5.381,75 ;                               -   ;                            -   ;                            -   ; 5.876,36 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5123;Gastos Representacion Extranjero        ;Expenses;171217115123; -   ; -   ; -   ; -   ; -   ; 642,60 ; -   ; -   ; -   ; 705,12 ; -   ; -   ; 1.321,08 ;                               -   ;                            -   ;                            -   ; 1.292,84 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5201;Arriendo Vehiculos                      ;Expenses;171217115201; 5.840,33 ; 6.546,32 ; 5.779,64 ; 6.424,36 ; 6.428,37 ; 6.774,78 ; 7.077,11 ; 6.252,59 ; 6.245,72 ; 6.133,49 ; 6.723,25 ; 5.781,93 ; 75.573,89 ; 5.840,33 ; 6.546,32 ; 5.779,64 ; 75.739,26 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5203;Combustibles                            ;Expenses;171217115203; 1.030,00 ; 1.040,40 ; 1.123,20 ; 1.122,00 ; 1.030,20 ; 999,90 ; 1.154,40 ; 1.196,00 ; 1.030,20 ; 1.112,80 ; 1.123,20 ; 1.040,00 ; 13.008,90 ; 1.030,00 ; 1.040,40 ; 1.123,20 ; 14.454,84 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5301;Materiales y Utiles de Escritorio       ;Expenses;171217115301; 279,86 ; 269,47 ; 239,29 ; 241,64 ; 241,59 ; 260,41 ; 284,28 ; 239,29 ; 281,91 ; 234,42 ; 260,41 ; 241,64 ; 3.082,07 ; 279,86 ; 269,47 ; 239,29 ; 2.854,98 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;171217115302; 137,90 ; 133,93 ; 129,95 ; 143,21 ; 136,58 ; 135,24 ; 136,55 ; 148,72 ; 132,60 ; 158,00 ; 129,99 ; 159,12 ; 1.714,34 ; 137,90 ; 133,93 ; 129,95 ; 1.920,67 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;171217115411; 706,99 ; 779,92 ; 679,80 ; 686,40 ; 666,47 ; 666,60 ; 666,20 ; 761,38 ; 673,27 ; 747,78 ; 659,93 ; 686,40 ; 8.265,84 ; 706,99 ; 779,92 ; 679,80 ; 8.276,13 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5501;Honorarios Consultores Nacionales       ;Expenses;171217115501; -   ; 2.779,50 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3.016,00 ; -   ; 5.850,00 ;                               -   ; 2.779,50 ;                            -   ; 10.445,56 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5502;Honorarios Consultores Extranjeros      ;Expenses;171217115502; -   ; -   ; -   ; -   ; -   ; -   ; 2.412,80 ; -   ; -   ; -   ; -   ; -   ; 2.412,80 ;                               -   ;                            -   ;                            -   ; 2.154,52 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;5503;Otros Gastos Consultores                ;Expenses;171217115503; -   ; 561,35 ; -   ; -   ; 556,20 ; -   ; 1.393,80 ; 596,70 ; -   ; -   ; 540,75 ; -   ; 3.610,75 ;                               -   ; 561,35 ;                            -   ; 3.443,21 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;6122;Fletes Cargas Varias Mina               ;Expenses;171217116122; 123,62 ; 143,21 ; 140,76 ; 141,98 ; 142,27 ; 133,42 ; 132,11 ; 124,84 ; 127,30 ; 126,07 ; 139,67 ; 137,28 ; 1.619,16 ; 123,62 ; 143,21 ; 140,76 ; 1.512,75 
1712;Gerente Desarrollo Lixiviación;VPD;VPD;1711;Area de Desarrollo                      ;6148;Gastos Cafeteria                        ;Expenses;171217116148; 121,68 ; 108,16 ; 120,36 ; 108,12 ; 123,60 ; 110,21 ; 119,48 ; 108,12 ; 118,32 ; 113,12 ; 110,21 ; 116,48 ; 1.381,23 ; 121,68 ; 108,16 ; 120,36 ; 1.452,61 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;3101;Remuneraciones Supervision              ;Labor;173217113101; 424.707,53 ; 356.974,70 ; 316.621,04 ; 443.105,77 ; 337.777,46 ; 380.461,29 ; 438.202,90 ; 363.912,78 ; 328.394,75 ; 426.429,35 ; 380.040,89 ; 410.572,93 ; 4.579.705,80 ; 424.707,53 ; 356.974,70 ; 316.621,04 ; 5.674.749,91 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;3201;Remuneraciones Operadores               ;Labor;173217113201; 31.347,36 ; 28.739,06 ; 30.201,22 ; 28.464,54 ; 30.857,91 ; 25.949,16 ; 26.748,61 ; 29.085,87 ; 31.292,92 ; 26.481,87 ; 31.201,41 ; 31.304,76 ; 350.586,04 ; 31.347,36 ; 28.739,06 ; 30.201,22 ; 334.301,48 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5111;Pasajes Nacionales                      ;Expenses;173217115111; 1.430,16 ; 1.321,92 ; 1.272,60 ; 1.321,08 ; 1.260,72 ; 1.357,44 ; 1.360,32 ; 1.199,52 ; 1.224,12 ; 1.442,28 ; 1.470,84 ; 1.297,44 ; 16.154,52 ; 1.430,16 ; 1.321,92 ; 1.272,60 ; 16.249,71 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;173217115112; -   ; -   ; 168,10 ; -   ; -   ; 174,62 ; -   ; -   ; 169,68 ; -   ; -   ; 184,22 ; 691,65 ;                               -   ;                            -   ; 168,10 ; 675,01 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5113;Gastos Representacion Nacionales        ;Expenses;173217115113; 230,72 ; 203,94 ; 206,00 ; 232,56 ; 220,18 ; 237,12 ; 203,84 ; 224,54 ; 206,04 ; 238,36 ; 214,12 ; 203,94 ; 2.662,40 ; 230,72 ; 203,94 ; 206,00 ; 4.374,82 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5121;Pasajes Internacionales                 ;Expenses;173217115121; -   ; -   ; -   ; -   ; -   ; -   ; 8.375,22 ; -   ; -   ; -   ; -   ; -   ; 8.539,44 ;                               -   ;                            -   ;                            -   ; 8.753,58 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;173217115122; -   ; -   ; -   ; -   ; -   ; -   ; 2.728,50 ; -   ; -   ; -   ; -   ; -   ; 2.755,25 ;                               -   ;                            -   ;                            -   ; 3.157,86 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5123;Gastos Representacion Extranjero        ;Expenses;173217115123; -   ; -   ; -   ; -   ; -   ; -   ; 1.162,80 ; -   ; -   ; -   ; -   ; -   ; 1.185,60 ;                               -   ;                            -   ;                            -   ; 1.175,27 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5201;Arriendo Vehiculos                      ;Expenses;173217115201; 1.720,46 ; 1.734,92 ; 1.562,29 ; 1.693,70 ; 1.460,23 ; 1.734,92 ; 1.607,81 ; 1.416,85 ; 1.682,24 ; 1.739,79 ; 1.503,60 ; 1.622,70 ; 19.609,49 ; 1.720,46 ; 1.734,92 ; 1.562,29 ; 17.036,22 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5203;Combustibles                            ;Expenses;173217115203; 685,98 ; 691,56 ; 696,90 ; 730,08 ; 741,60 ; 709,92 ; 709,02 ; 729,24 ; 624,18 ; 612,06 ; 709,02 ; 636,48 ; 8.262,00 ; 685,98 ; 691,56 ; 696,90 ; 9.229,19 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5301;Materiales y Utiles de Escritorio       ;Expenses;173217115301; 115,26 ; 104,04 ; 111,28 ; 115,26 ; 105,06 ; 113,36 ; 106,08 ; 110,16 ; 109,08 ; 121,20 ; 103,02 ; 112,20 ; 1.308,96 ; 115,26 ; 104,04 ; 111,28 ; 1.340,87 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;173217115302; 561,00 ; -   ; -   ; -   ; -   ; -   ; -   ; 494,90 ; -   ; -   ; -   ; -   ; 1.071,20 ; 561,00 ;                            -   ;                            -   ; 1.160,62 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;173217115411; 121,26 ; 112,17 ; 112,21 ; 132,40 ; 112,11 ; 130,30 ; 128,88 ; 133,69 ; 134,83 ; 122,36 ; 115,54 ; 127,77 ; 1.474,31 ; 121,26 ; 112,17 ; 112,21 ; 1.420,60 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5501;Honorarios Consultores Nacionales       ;Expenses;173217115501; -   ; -   ; 6.136,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 6.136,00 ;                               -   ;                            -   ; 6.136,00 ; 5.433,80 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5502;Honorarios Consultores Extranjeros      ;Expenses;173217115502; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 7.989,10 ; -   ; 8.068,20 ;                               -   ;                            -   ;                            -   ; 7.466,90 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;5503;Otros Gastos Consultores                ;Expenses;173217115503; 295,80 ; -   ; 1.133,00 ; -   ; 249,98 ; -   ; 306,43 ; -   ; 260,00 ; -   ; 1.203,60 ; 580,75 ; 3.979,40 ; 295,80 ;                            -   ; 1.133,00 ; 3.983,28 
1732;Gerente Exploraciones                  ;VPD;VPD;1711;Area de Desarrollo                      ;6148;Gastos Cafeteria                        ;Expenses;173217116148; 226,24 ; 240,72 ; 1.206,40 ; 1.020,10 ; 199,98 ; 242,40 ; 216,24 ; 238,36 ; 220,48 ; 241,02 ; 234,84 ; 1.071,20 ; 5.324,40 ; 226,24 ; 240,72 ; 1.206,40 ; 5.778,46 
1733;Ste. Modelamiento y Reservas            ;VPD;VPD;1711;Area de Desarrollo                      ;4125;Otros Materiales                        ;S&C;173317114125; 895,05 ; 780,00 ; 895,05 ; 919,28 ; 757,05 ; 849,75 ; 826,80 ; 936,00 ; 772,20 ; 819,00 ; 871,13 ; 780,30 ; 10.104,30 ; 895,05 ; 780,00 ; 895,05 ; 14.354,26 
1733;Ste. Modelamiento y Reservas            ;VPD;VPD;1711;Area de Desarrollo                      ;5111;Pasajes Nacionales                      ;Expenses;173317115111; 1.223,64 ; 1.357,44 ; 1.444,32 ; 1.322,52 ; 1.442,28 ; 1.407,60 ; 1.485,12 ; 1.346,40 ; 1.345,32 ; 1.297,80 ; 1.421,40 ; 1.248,36 ; 16.291,44 ; 1.223,64 ; 1.357,44 ; 1.444,32 ; 17.320,64 
1733;Ste. Modelamiento y Reservas            ;VPD;VPD;1711;Area de Desarrollo                      ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;173317115112; 848,72 ; 881,92 ; 832,32 ; 921,12 ; 856,96 ; 929,20 ; 815,76 ; 865,28 ; 872,64 ; 921,12 ; 888,80 ; 881,92 ; 10.691,20 ; 848,72 ; 881,92 ; 832,32 ; 10.534,19 
1733;Ste. Modelamiento y Reservas            ;VPD;VPD;1711;Area de Desarrollo                      ;5121;Pasajes Internacionales                 ;Expenses;173317115121; -   ; -   ; -   ; -   ; 9.350,08 ; -   ; -   ; -   ; -   ; -   ; -   ; 8.871,91 ; 18.049,71 ;                               -   ;                            -   ;                            -   ; 18.389,66 
1733;Ste. Modelamiento y Reservas            ;VPD;VPD;1711;Area de Desarrollo                      ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;173317115122; -   ; -   ; -   ; -   ; 2.728,50 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.600,75 ; 5.407,50 ;                               -   ;                            -   ;                            -   ; 5.280,17 
1733;Ste. Modelamiento y Reservas            ;VPD;VPD;1711;Area de Desarrollo                      ;5201;Arriendo Vehiculos                      ;Expenses;173317115201; 3.214,19 ; 3.096,52 ; 3.354,18 ; 3.475,00 ; 3.299,79 ; 3.156,07 ; 3.238,52 ; 3.007,20 ; 3.445,80 ; 3.513,36 ; 3.126,30 ; 3.302,65 ; 39.778,38 ; 3.214,19 ; 3.096,52 ; 3.354,18 ; 37.525,36 
1733;Ste. Modelamiento y Reservas            ;VPD;VPD;1711;Area de Desarrollo                      ;5203;Combustibles                            ;Expenses;173317115203; 597,40 ; 540,75 ; 570,65 ; 572,00 ; 555,90 ; 545,40 ; 607,70 ; 556,20 ; 565,60 ; 499,95 ; 572,00 ; 540,75 ; 6.761,95 ; 597,40 ; 540,75 ; 570,65 ; 7.306,44 
1733;Ste. Modelamiento y Reservas            ;VPD;VPD;1711;Area de Desarrollo                      ;5301;Materiales y Utiles de Escritorio       ;Expenses;173317115301; 212,18 ; 218,40 ; 216,32 ; 234,84 ; 232,56 ; 208,08 ; 214,24 ; 241,02 ; 224,40 ; 222,20 ; 237,12 ; 212,16 ; 2.675,94 ; 212,18 ; 218,40 ; 216,32 ; 2.582,90 
1733;Ste. Modelamiento y Reservas            ;VPD;VPD;1711;Area de Desarrollo                      ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;173317115302; 2.363,40 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2.363,40 ; 2.363,40 ;                            -   ;                            -   ; 2.365,08 
1733;Ste. Modelamiento y Reservas            ;VPD;VPD;1711;Area de Desarrollo                      ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;173317115411; 566,50 ; 657,80 ; 588,83 ; 629,20 ; 628,82 ; 655,49 ; 628,32 ; 650,76 ; 679,80 ; 663,52 ; 668,47 ; 662,81 ; 7.698,74 ; 566,50 ; 657,80 ; 588,83 ; 6.965,06 
